Year,YearCode,Country Name,Country Code,GDP (current US$)
2004,YR2004,Afghanistan,AFG,5285461998.97866
2004,YR2004,Albania,ALB,7464446950.02559
2004,YR2004,Algeria,DZA,85324997369.5015
2004,YR2004,American Samoa,ASM,
2004,YR2004,Andorra,ADO,2322163502.26295
2004,YR2004,Angola,AGO,19640862549.6511
2004,YR2004,Antigua and Barbuda,ATG,905113766.533633
2004,YR2004,Argentina,ARG,153129509710.176
2004,YR2004,Armenia,ARM,3576615240.41616
2004,YR2004,Aruba,ABW,2228279329.60894
2004,YR2004,Australia,AUS,613161189358.372
2004,YR2004,Austria,AUT,291430382497.377
2004,YR2004,Azerbaijan,AZE,8680511918.49357
2004,YR2004,"Bahamas, The",BHS,7094413000
2004,YR2004,Bahrain,BHR,11235671061.4371
2004,YR2004,Bangladesh,BGD,56560744012.2303
2004,YR2004,Barbados,BRB,3509700000
2004,YR2004,Belarus,BLR,23141587717.7633
2004,YR2004,Belgium,BEL,361683211959.795
2004,YR2004,Belize,BLZ,1057850000
2004,YR2004,Benin,BEN,4050869967.79893
2004,YR2004,Bermuda,BMU,4484703000
2004,YR2004,Bhutan,BTN,702682018.270426
2004,YR2004,Bolivia,BOL,8773451738.91129
2004,YR2004,Bosnia and Herzegovina,BIH,10022840634.9206
2004,YR2004,Botswana,BWA,8957491784.92086
2004,YR2004,Brazil,BRA,663760341880.342
2004,YR2004,Brunei Darussalam,BRN,7872333197.25476
2004,YR2004,Bulgaria,BGR,25283228366.4529
2004,YR2004,Burkina Faso,BFA,4838551014.48553
2004,YR2004,Burundi,BDI,915257323.428255
2004,YR2004,Cambodia,KHM,5337833255.9454
2004,YR2004,Cameroon,CMR,15775356736.7031
2004,YR2004,Canada,CAN,992226099521.914
2004,YR2004,Cape Verde,CPV,1022562771.13513
2004,YR2004,Cayman Islands,CYM,
2004,YR2004,Central African Republic,CAF,1270080228.23241
2004,YR2004,Chad,TCD,4414929142.23367
2004,YR2004,Channel Islands,CHI,8553643354.08275
2004,YR2004,Chile,CHL,100630707851.859
2004,YR2004,China,CHN,1931644331142.47
2004,YR2004,Colombia,COL,117074865515.279
2004,YR2004,Comoros,COM,362420483.548684
2004,YR2004,"Congo, Dem. Rep.",ZAR,6511032844.18882
2004,YR2004,"Congo, Rep.",COG,4648628839.49057
2004,YR2004,Costa Rica,CRI,18596365926.8535
2004,YR2004,Cote d'Ivoire,CIV,15481092596.4757
2004,YR2004,Croatia,HRV,41003558915.6986
2004,YR2004,Cuba,CUB,38202800000
2004,YR2004,Curacao,CUW,
2004,YR2004,Cyprus,CYP,15816972050.6976
2004,YR2004,Czech Republic,CZE,113976672924.834
2004,YR2004,Denmark,DNK,244727978020.584
2004,YR2004,Djibouti,DJI,666072101.777505
2004,YR2004,Dominica,DMA,366976849.444881
2004,YR2004,Dominican Republic,DOM,22163928096.993
2004,YR2004,Ecuador,ECU,36591661000
2004,YR2004,"Egypt, Arab Rep.",EGY,78845185709.4117
2004,YR2004,El Salvador,SLV,15798300000
2004,YR2004,Equatorial Guinea,GNQ,5240842261.15571
2004,YR2004,Eritrea,ERI,1109054002.42096
2004,YR2004,Estonia,EST,12025943709.9948
2004,YR2004,Ethiopia,ETH,9954110936.45253
2004,YR2004,Faeroe Islands,FRO,1683997930.26322
2004,YR2004,Fiji,FJI,2727507212.92556
2004,YR2004,Finland,FIN,189064585622.668
2004,YR2004,France,FRA,2055678853687.46
2004,YR2004,French Polynesia,PYF,
2004,YR2004,Gabon,GAB,7178135606.41428
2004,YR2004,"Gambia, The",GMB,578785600.648136
2004,YR2004,Georgia,GEO,5125273877.24618
2004,YR2004,Germany,DEU,2726341472500.05
2004,YR2004,Ghana,GHA,8881419348.21594
2004,YR2004,Greece,GRC,227950420085.709
2004,YR2004,Greenland,GRL,1644951892.18151
2004,YR2004,Grenada,GRD,600014340.551513
2004,YR2004,Guam,GUM,
2004,YR2004,Guatemala,GTM,23965280312.0871
2004,YR2004,Guinea,GIN,3666349049.40435
2004,YR2004,Guinea-Bissau,GNB,522651787.703763
2004,YR2004,Guyana,GUY,785918769.749001
2004,YR2004,Haiti,HTI,3660483885.68707
2004,YR2004,Honduras,HND,8772167983.07235
2004,YR2004,"Hong Kong SAR, China",HKG,169099768875.193
2004,YR2004,Hungary,HUN,101925734602.027
2004,YR2004,Iceland,ISL,13251434311.4214
2004,YR2004,India,IND,721585608172.395
2004,YR2004,Indonesia,IDN,256836883304.553
2004,YR2004,"Iran, Islamic Rep.",IRN,163226579221.096
2004,YR2004,Iraq,IRQ,25509364916.0308
2004,YR2004,Ireland,IRL,186281307557.443
2004,YR2004,Isle of Man,IMY,2758117365.04863
2004,YR2004,Israel,ISR,126571173583.222
2004,YR2004,Italy,ITA,1735521503771.58
2004,YR2004,Jamaica,JAM,10173234921.1116
2004,YR2004,Japan,JPN,4655803055650.55
2004,YR2004,Jordan,JOR,11407566660.2844
2004,YR2004,Kazakhstan,KAZ,43151647002.6096
2004,YR2004,Kenya,KEN,16095321630.6659
2004,YR2004,Kiribati,KIR,102220914.840418
2004,YR2004,"Korea, Dem. Rep.",PRK,
2004,YR2004,"Korea, Rep.",KOR,721975255823.7
2004,YR2004,Kosovo,KSV,3639935347.50715
2004,YR2004,Kuwait,KWT,59440511981.7576
2004,YR2004,Kyrgyz Republic,KGZ,2211535311.62834
2004,YR2004,Lao PDR,LAO,2366398119.88556
2004,YR2004,Latvia,LVA,13761569544.9926
2004,YR2004,Lebanon,LBN,21789054726.3682
2004,YR2004,Lesotho,LSO,1234197704.43821
2004,YR2004,Liberia,LBR,466999999.999999
2004,YR2004,Libya,LBY,33384615384.6154
2004,YR2004,Liechtenstein,LIE,3454374260.73671
2004,YR2004,Lithuania,LTU,22551543054.4565
2004,YR2004,Luxembourg,LUX,34077095478.4477
2004,YR2004,"Macao SAR, China",MAC,10258324479.1391
2004,YR2004,"Macedonia, FYR",MKD,5514253043.38147
2004,YR2004,Madagascar,MDG,4363934416.54784
2004,YR2004,Malawi,MWI,2625127097.7198
2004,YR2004,Malaysia,MYS,124749736842.105
2004,YR2004,Maldives,MDV,1075605492.18297
2004,YR2004,Mali,MLI,4874178417.19164
2004,YR2004,Malta,MLT,5643525281.93441
2004,YR2004,Marshall Islands,MHL,131106365.539613
2004,YR2004,Mauritania,MRT,1833445283.01887
2004,YR2004,Mauritius,MUS,6385691315.22535
2004,YR2004,Mexico,MEX,774800766586.23
2004,YR2004,"Micronesia, Fed. Sts.",FSM,239563310.439243
2004,YR2004,Moldova,MDA,2598231467.43671
2004,YR2004,Monaco,MCO,4110348444.49411
2004,YR2004,Mongolia,MNG,1992066758.84423
2004,YR2004,Montenegro,MNE,2073255525.20487
2004,YR2004,Morocco,MAR,56948015336.0397
2004,YR2004,Mozambique,MOZ,5697991241.44882
2004,YR2004,Myanmar,MMR,
2004,YR2004,Namibia,NAM,6606970842.65234
2004,YR2004,Nepal,NPL,7273933992.74548
2004,YR2004,Netherlands,NLD,609889925685.869
2004,YR2004,New Caledonia,NCL,
2004,YR2004,New Zealand,NZL,102983802756.303
2004,YR2004,Nicaragua,NIC,5795568202.50505
2004,YR2004,Niger,NER,3052898685.69525
2004,YR2004,Nigeria,NGA,87845403978.2742
2004,YR2004,Northern Mariana Islands,MNP,
2004,YR2004,Norway,NOR,260029106207.989
2004,YR2004,Oman,OMN,24673602279.5173
2004,YR2004,Pakistan,PAK,97977766197.6724
2004,YR2004,Palau,PLW,190829015.31499
2004,YR2004,Panama,PAN,14179300000
2004,YR2004,Papua New Guinea,PNG,3927114456.84311
2004,YR2004,Paraguay,PRY,8033877459.1225
2004,YR2004,Peru,PER,69725009964.83
2004,YR2004,Philippines,PHL,91371236939.2189
2004,YR2004,Poland,POL,252768998589.254
2004,YR2004,Portugal,PRT,185397304327.851
2004,YR2004,Puerto Rico,PRI,79209000000
2004,YR2004,Qatar,QAT,31675273812.3988
2004,YR2004,Romania,ROM,75489440362.1003
2004,YR2004,Russian Federation,RUS,591016690742.937
2004,YR2004,Rwanda,RWA,2089188920.75355
2004,YR2004,Samoa,WSM,374507187.856928
2004,YR2004,San Marino,SMR,1317357834.61634
2004,YR2004,Sao Tome and Principe,STP,106764253.74548
2004,YR2004,Saudi Arabia,SAU,258742133333.333
2004,YR2004,Senegal,SEN,8031344239.66792
2004,YR2004,Serbia,SRB,23649854234.3966
2004,YR2004,Seychelles,SYC,839319935.206909
2004,YR2004,Sierra Leone,SLE,1431208677.30352
2004,YR2004,Singapore,SGP,109336483913.863
2004,YR2004,Sint Maarten (Dutch part),SXM,
2004,YR2004,Slovak Republic,SVK,56073225726.3472
2004,YR2004,Slovenia,SVN,33837749815.1716
2004,YR2004,Solomon Islands,SLB,375109694.525921
2004,YR2004,Somalia,SOM,
2004,YR2004,South Africa,ZAF,219092936699.386
2004,YR2004,South Sudan,SSD,
2004,YR2004,Spain,ESP,1044612070303.53
2004,YR2004,Sri Lanka,LKA,20662525941.2986
2004,YR2004,St. Kitts and Nevis,KNA,497548516.54631
2004,YR2004,St. Lucia,LCA,858255380.398219
2004,YR2004,St. Martin (French part),MAF,
2004,YR2004,St. Vincent and the Grenadines,VCT,522544701.882639
2004,YR2004,Sudan,SDN,21457886199.291
2004,YR2004,Suriname,SUR,1484092538.40527
2004,YR2004,Swaziland,SWZ,2420610578.59952
2004,YR2004,Sweden,SWE,362089648912.965
2004,YR2004,Switzerland,CHE,374224186243.667
2004,YR2004,Syrian Arab Republic,SYR,25086930693.0693
2004,YR2004,Tajikistan,TJK,2076148710.31813
2004,YR2004,Tanzania,TZA,12825801916.6063
2004,YR2004,Thailand,THA,161339790594.627
2004,YR2004,Timor-Leste,TMP,455500000
2004,YR2004,Togo,TGO,1937074537.93089
2004,YR2004,Tonga,TON,240794581.220982
2004,YR2004,Trinidad and Tobago,TTO,12884712295.9948
2004,YR2004,Tunisia,TUN,31183059012.4448
2004,YR2004,Turkey,TUR,392166274991.231
2004,YR2004,Turkmenistan,TKM,6838351088.46688
2004,YR2004,Turks and Caicos Islands,TCA,
2004,YR2004,Tuvalu,TUV,21535706.6386182
2004,YR2004,Uganda,UGA,7940362663.20133
2004,YR2004,Ukraine,UKR,64883060725.7003
2004,YR2004,United Arab Emirates,ARE,147824374542.517
2004,YR2004,United Kingdom,GBR,2220820974770.22
2004,YR2004,United States,USA,12277000000000
2004,YR2004,Uruguay,URY,13686333821.7864
2004,YR2004,Uzbekistan,UZB,12030023547.8807
2004,YR2004,Vanuatu,VUT,364996869.129618
2004,YR2004,"Venezuela, RB",VEN,112451400422.982
2004,YR2004,Vietnam,VNM,49424107709.8946
2004,YR2004,Virgin Islands (U.S.),VIR,
2004,YR2004,West Bank and Gaza,WBG,3606871947.80257
2004,YR2004,"Yemen, Rep.",YEM,13873500887.5612
2004,YR2004,Zambia,ZMB,5439176375.73615
2004,YR2004,Zimbabwe,ZWE,5805598442.66676
2005,YR2005,Afghanistan,AFG,6275076015.72254
2005,YR2005,Albania,ALB,8376483740.48289
2005,YR2005,Algeria,DZA,103198650297.779
2005,YR2005,American Samoa,ASM,
2005,YR2005,Andorra,ADO,2539759285.92747
2005,YR2005,Angola,AGO,28233699240.3249
2005,YR2005,Antigua and Barbuda,ATG,1001970945.08233
2005,YR2005,Argentina,ARG,183193418481.532
2005,YR2005,Armenia,ARM,4900436758.50466
2005,YR2005,Aruba,ABW,2331005586.59218
2005,YR2005,Australia,AUS,693662607126.748
2005,YR2005,Austria,AUT,304983601949.958
2005,YR2005,Azerbaijan,AZE,13245421880.834
2005,YR2005,"Bahamas, The",BHS,7706222000
2005,YR2005,Bahrain,BHR,13460198289.6975
2005,YR2005,Bangladesh,BGD,60277560975.6098
2005,YR2005,Barbados,BRB,3891500000
2005,YR2005,Belarus,BLR,30210091836.8294
2005,YR2005,Belgium,BEL,377350395463.364
2005,YR2005,Belize,BLZ,1114200000
2005,YR2005,Benin,BEN,4358015992.89839
2005,YR2005,Bermuda,BMU,4868136000
2005,YR2005,Bhutan,BTN,818869145.811526
2005,YR2005,Bolivia,BOL,9549196255.88892
2005,YR2005,Bosnia and Herzegovina,BIH,10948051122.2738
2005,YR2005,Botswana,BWA,9931223496.1573
2005,YR2005,Brazil,BRA,882185702547.247
2005,YR2005,Brunei Darussalam,BRN,9531402829.84859
2005,YR2005,Bulgaria,BGR,28895083539.8005
2005,YR2005,Burkina Faso,BFA,5462709054.77989
2005,YR2005,Burundi,BDI,1117254387.10035
2005,YR2005,Cambodia,KHM,6293046162.11399
2005,YR2005,Cameroon,CMR,16587921220.9676
2005,YR2005,Canada,CAN,1133759985475.67
2005,YR2005,Cape Verde,CPV,1090445839.27445
2005,YR2005,Cayman Islands,CYM,
2005,YR2005,Central African Republic,CAF,1350300947.46755
2005,YR2005,Chad,TCD,6646663021.43571
2005,YR2005,Channel Islands,CHI,8827272727.27273
2005,YR2005,Chile,CHL,124404150138.162
2005,YR2005,China,CHN,2256902590825.33
2005,YR2005,Colombia,COL,146520136085.39
2005,YR2005,Comoros,COM,387036131.685576
2005,YR2005,"Congo, Dem. Rep.",ZAR,7191141825.15134
2005,YR2005,"Congo, Rep.",COG,6087002681.74095
2005,YR2005,Costa Rica,CRI,19964893807.3935
2005,YR2005,Cote d'Ivoire,CIV,16363437145.2025
2005,YR2005,Croatia,HRV,44821408830.9352
2005,YR2005,Cuba,CUB,42644200000
2005,YR2005,Curacao,CUW,
2005,YR2005,Cyprus,CYP,16997801392.3755
2005,YR2005,Czech Republic,CZE,130052420701.169
2005,YR2005,Denmark,DNK,257675536234.494
2005,YR2005,Djibouti,DJI,708633194.726566
2005,YR2005,Dominica,DMA,361615917.777778
2005,YR2005,Dominican Republic,DOM,33969724872.4638
2005,YR2005,Ecuador,ECU,41507085000
2005,YR2005,"Egypt, Arab Rep.",EGY,89685724889.1628
2005,YR2005,El Salvador,SLV,17093800000
2005,YR2005,Equatorial Guinea,GNQ,8217368425.2764
2005,YR2005,Eritrea,ERI,1098425899.89884
2005,YR2005,Estonia,EST,13905561150.0771
2005,YR2005,Ethiopia,ETH,12184372696.7078
2005,YR2005,Faeroe Islands,FRO,1730894295.38595
2005,YR2005,Fiji,FJI,3006725014.78415
2005,YR2005,Finland,FIN,195777993334.328
2005,YR2005,France,FRA,2136555489230.46
2005,YR2005,French Polynesia,PYF,
2005,YR2005,Gabon,GAB,8665736617.5506
2005,YR2005,"Gambia, The",GMB,624173996.312708
2005,YR2005,Georgia,GEO,6411147323.20169
2005,YR2005,Germany,DEU,2766253792966.22
2005,YR2005,Ghana,GHA,10731883141.4457
2005,YR2005,Greece,GRC,240075690332.289
2005,YR2005,Greenland,GRL,1702543476.55709
2005,YR2005,Grenada,GRD,700431791.333632
2005,YR2005,Guam,GUM,
2005,YR2005,Guatemala,GTM,27211230373.8306
2005,YR2005,Guinea,GIN,2937072009.03751
2005,YR2005,Guinea-Bissau,GNB,572853553.530448
2005,YR2005,Guyana,GUY,824880550.343965
2005,YR2005,Haiti,HTI,4154289832.39201
2005,YR2005,Honduras,HND,9672095583.97918
2005,YR2005,"Hong Kong SAR, China",HKG,181570082162.19
2005,YR2005,Hungary,HUN,110321711572.908
2005,YR2005,Iceland,ISL,16286323127.4323
2005,YR2005,India,IND,834215013542.689
2005,YR2005,Indonesia,IDN,285868610016.591
2005,YR2005,"Iran, Islamic Rep.",IRN,192014940324.054
2005,YR2005,Iraq,IRQ,36743640204.0491
2005,YR2005,Ireland,IRL,202577741640.551
2005,YR2005,Isle of Man,IMY,2915710378.28299
2005,YR2005,Israel,ISR,133959001782.531
2005,YR2005,Italy,ITA,1786275014006.62
2005,YR2005,Jamaica,JAM,11075778481.0127
2005,YR2005,Japan,JPN,4571875737175.42
2005,YR2005,Jordan,JOR,12582876895.2338
2005,YR2005,Kazakhstan,KAZ,57123671733.8952
2005,YR2005,Kenya,KEN,18737895400.78
2005,YR2005,Kiribati,KIR,106147384.4979
2005,YR2005,"Korea, Dem. Rep.",PRK,
2005,YR2005,"Korea, Rep.",KOR,844863004335.43
2005,YR2005,Kosovo,KSV,3743116980.19185
2005,YR2005,Kuwait,KWT,80797945205.4795
2005,YR2005,Kyrgyz Republic,KGZ,2459876151.9333
2005,YR2005,Lao PDR,LAO,2735550176.99656
2005,YR2005,Latvia,LVA,16041840426.2666
2005,YR2005,Lebanon,LBN,21860696517.4129
2005,YR2005,Lesotho,LSO,1368405301.24444
2005,YR2005,Liberia,LBR,541999999.999999
2005,YR2005,Libya,LBY,44000000000
2005,YR2005,Liechtenstein,LIE,3658356377.80983
2005,YR2005,Lithuania,LTU,25962254180.8029
2005,YR2005,Luxembourg,LUX,37643013480.575
2005,YR2005,"Macao SAR, China",MAC,11792570015.7933
2005,YR2005,"Macedonia, FYR",MKD,5985809059.97008
2005,YR2005,Madagascar,MDG,5038577519.49857
2005,YR2005,Malawi,MWI,2754995876.60249
2005,YR2005,Malaysia,MYS,143533152129.483
2005,YR2005,Maldives,MDV,992473987.301945
2005,YR2005,Mali,MLI,5305317554.72495
2005,YR2005,Malta,MLT,5980795755.74103
2005,YR2005,Marshall Islands,MHL,137556822.771548
2005,YR2005,Mauritania,MRT,2184444848.94895
2005,YR2005,Mauritius,MUS,6283796155.23716
2005,YR2005,Mexico,MEX,870215085180.847
2005,YR2005,"Micronesia, Fed. Sts.",FSM,249845592.623945
2005,YR2005,Moldova,MDA,2988172424.46608
2005,YR2005,Monaco,MCO,4280072625.97622
2005,YR2005,Mongolia,MNG,2523359940.71209
2005,YR2005,Montenegro,MNE,2257181942.54446
2005,YR2005,Morocco,MAR,59523857868.0203
2005,YR2005,Mozambique,MOZ,6578515331.19659
2005,YR2005,Myanmar,MMR,
2005,YR2005,Namibia,NAM,7261301442.47414
2005,YR2005,Nepal,NPL,8130258976.02985
2005,YR2005,Netherlands,NLD,638470626274.685
2005,YR2005,New Caledonia,NCL,
2005,YR2005,New Zealand,NZL,113834420633.803
2005,YR2005,Nicaragua,NIC,6322582497.35619
2005,YR2005,Niger,NER,3405134555.29166
2005,YR2005,Nigeria,NGA,112248324602.677
2005,YR2005,Northern Mariana Islands,MNP,
2005,YR2005,Norway,NOR,304060069848.661
2005,YR2005,Oman,OMN,30905071770.5812
2005,YR2005,Pakistan,PAK,109502102510.883
2005,YR2005,Palau,PLW,206328827.379497
2005,YR2005,Panama,PAN,15464700000
2005,YR2005,Papua New Guinea,PNG,4901584516.12903
2005,YR2005,Paraguay,PRY,8734651353.60575
2005,YR2005,Peru,PER,79385073422.3301
2005,YR2005,Philippines,PHL,103065972407.859
2005,YR2005,Poland,POL,303912247950.845
2005,YR2005,Portugal,PRT,191847858528.578
2005,YR2005,Puerto Rico,PRI,82809000000
2005,YR2005,Qatar,QAT,43040108649.7014
2005,YR2005,Romania,ROM,98913392471.9673
2005,YR2005,Russian Federation,RUS,764000901160.58
2005,YR2005,Rwanda,RWA,2581286406.73226
2005,YR2005,Samoa,WSM,412220560.259923
2005,YR2005,San Marino,SMR,1375416604.48689
2005,YR2005,Sao Tome and Principe,STP,113808749.415253
2005,YR2005,Saudi Arabia,SAU,328459608764.111
2005,YR2005,Senegal,SEN,8707015063.75222
2005,YR2005,Serbia,SRB,25234408772.9975
2005,YR2005,Seychelles,SYC,919103261.987138
2005,YR2005,Sierra Leone,SLE,1627853086.42403
2005,YR2005,Singapore,SGP,123506892267.645
2005,YR2005,Sint Maarten (Dutch part),SXM,
2005,YR2005,Slovak Republic,SVK,61328471583.1364
2005,YR2005,Slovenia,SVN,35717733757.4551
2005,YR2005,Solomon Islands,SLB,413909879.281265
2005,YR2005,Somalia,SOM,
2005,YR2005,South Africa,ZAF,247051562311.219
2005,YR2005,South Sudan,SSD,
2005,YR2005,Spain,ESP,1130798885738.45
2005,YR2005,Sri Lanka,LKA,24405791044.7761
2005,YR2005,St. Kitts and Nevis,KNA,536410666.378498
2005,YR2005,St. Lucia,LCA,908558306.769096
2005,YR2005,St. Martin (French part),MAF,
2005,YR2005,St. Vincent and the Grenadines,VCT,551431645.446551
2005,YR2005,Sudan,SDN,26524992225.3521
2005,YR2005,Suriname,SUR,1793557833.08931
2005,YR2005,Swaziland,SWZ,2584077930.66197
2005,YR2005,Sweden,SWE,370579639747.414
2005,YR2005,Switzerland,CHE,384753967478.597
2005,YR2005,Syrian Arab Republic,SYR,28858965517.2414
2005,YR2005,Tajikistan,TJK,2312319579.02843
2005,YR2005,Tanzania,TZA,14141916592.3846
2005,YR2005,Thailand,THA,176351948403.908
2005,YR2005,Timor-Leste,TMP,479100000
2005,YR2005,Togo,TGO,2115154090.31071
2005,YR2005,Tonga,TON,264812953.795424
2005,YR2005,Trinidad and Tobago,TTO,16088526685.8421
2005,YR2005,Tunisia,TUN,32282960678.4888
2005,YR2005,Turkey,TUR,482979839237.868
2005,YR2005,Turkmenistan,TKM,8104355716.8784
2005,YR2005,Turks and Caicos Islands,TCA,
2005,YR2005,Tuvalu,TUV,21839580.5663688
2005,YR2005,Uganda,UGA,9013834490.38208
2005,YR2005,Ukraine,UKR,86142018069.3504
2005,YR2005,United Arab Emirates,ARE,180617023539.137
2005,YR2005,United Kingdom,GBR,2321359350397.64
2005,YR2005,United States,USA,13095400000000
2005,YR2005,Uruguay,URY,17362872709.7496
2005,YR2005,Uzbekistan,UZB,14307509838.8053
2005,YR2005,Vanuatu,VUT,394962552.336108
2005,YR2005,"Venezuela, RB",VEN,145513489651.872
2005,YR2005,Vietnam,VNM,57633255739.4104
2005,YR2005,Virgin Islands (U.S.),VIR,
2005,YR2005,West Bank and Gaza,WBG,4015865743.74699
2005,YR2005,"Yemen, Rep.",YEM,16753787028.2859
2005,YR2005,Zambia,ZMB,7178556336.82292
2005,YR2005,Zimbabwe,ZWE,5755215232.33845
2006,YR2006,Afghanistan,AFG,7057597615.29559
2006,YR2006,Albania,ALB,9132562332.43024
2006,YR2006,Algeria,DZA,117026655313.743
2006,YR2006,American Samoa,ASM,
2006,YR2006,Andorra,ADO,2823503852.62328
2006,YR2006,Angola,AGO,41789494461.5461
2006,YR2006,Antigua and Barbuda,ATG,1141418339.6196
2006,YR2006,Argentina,ARG,214066154250.003
2006,YR2006,Armenia,ARM,6384457744.44765
2006,YR2006,Aruba,ABW,2421474860.3352
2006,YR2006,Australia,AUS,747463312368.973
2006,YR2006,Austria,AUT,324954402044.306
2006,YR2006,Azerbaijan,AZE,20982270733.2484
2006,YR2006,"Bahamas, The",BHS,7965588000
2006,YR2006,Bahrain,BHR,15854942950.6104
2006,YR2006,Bangladesh,BGD,61901116736.1525
2006,YR2006,Barbados,BRB,4314050000
2006,YR2006,Belarus,BLR,36961918858.7385
2006,YR2006,Belgium,BEL,399965627160.063
2006,YR2006,Belize,BLZ,1217450000
2006,YR2006,Benin,BEN,4705087452.19196
2006,YR2006,Bermuda,BMU,5414299000
2006,YR2006,Bhutan,BTN,897672085.755359
2006,YR2006,Bolivia,BOL,11451845341.2441
2006,YR2006,Bosnia and Herzegovina,BIH,12400102623.3083
2006,YR2006,Botswana,BWA,10126990487.9848
2006,YR2006,Brazil,BRA,1088916819852.94
2006,YR2006,Brunei Darussalam,BRN,11470703002.0769
2006,YR2006,Bulgaria,BGR,33209188738.5365
2006,YR2006,Burkina Faso,BFA,5844669738.11104
2006,YR2006,Burundi,BDI,1273180655.19805
2006,YR2006,Cambodia,KHM,7274424518.56764
2006,YR2006,Cameroon,CMR,17953103008.559
2006,YR2006,Canada,CAN,1278610846644.8
2006,YR2006,Cape Verde,CPV,1236876851.37206
2006,YR2006,Cayman Islands,CYM,
2006,YR2006,Central African Republic,CAF,1473721520.69935
2006,YR2006,Chad,TCD,7422102519.56848
2006,YR2006,Channel Islands,CHI,9676172953.08188
2006,YR2006,Chile,CHL,154671012210.645
2006,YR2006,China,CHN,2712950886698.27
2006,YR2006,Colombia,COL,162773603929.706
2006,YR2006,Comoros,COM,403179474.351306
2006,YR2006,"Congo, Dem. Rep.",ZAR,8823784633.01218
2006,YR2006,"Congo, Rep.",COG,7731261168.83097
2006,YR2006,Costa Rica,CRI,22526464409.0829
2006,YR2006,Cote d'Ivoire,CIV,17367303155.9802
2006,YR2006,Croatia,HRV,49855078905.4812
2006,YR2006,Cuba,CUB,52742100000
2006,YR2006,Curacao,CUW,
2006,YR2006,Cyprus,CYP,18435765910.0111
2006,YR2006,Czech Republic,CZE,148345088495.575
2006,YR2006,Denmark,DNK,274376889678.112
2006,YR2006,Djibouti,DJI,768873684.032838
2006,YR2006,Dominica,DMA,382299140.37037
2006,YR2006,Dominican Republic,DOM,35965041793.3794
2006,YR2006,Ecuador,ECU,46802044000
2006,YR2006,"Egypt, Arab Rep.",EGY,107484034648.245
2006,YR2006,El Salvador,SLV,18550700000
2006,YR2006,Equatorial Guinea,GNQ,7765111493.54484
2006,YR2006,Eritrea,ERI,1211161879.50862
2006,YR2006,Estonia,EST,16798495347.749
2006,YR2006,Ethiopia,ETH,15013683854.4699
2006,YR2006,Faeroe Islands,FRO,1970135198.76236
2006,YR2006,Fiji,FJI,3103099942.22992
2006,YR2006,Finland,FIN,207949409201.133
2006,YR2006,France,FRA,2255705477450.04
2006,YR2006,French Polynesia,PYF,
2006,YR2006,Gabon,GAB,9545982814.08494
2006,YR2006,"Gambia, The",GMB,655068112.286777
2006,YR2006,Georgia,GEO,7761900179.11307
2006,YR2006,Germany,DEU,2902748698160.05
2006,YR2006,Ghana,GHA,20410239313.1135
2006,YR2006,Greece,GRC,261713232775.632
2006,YR2006,Greenland,GRL,1738432116.43728
2006,YR2006,Grenada,GRD,704762535.923815
2006,YR2006,Guam,GUM,
2006,YR2006,Guatemala,GTM,30231130542.9832
2006,YR2006,Guinea,GIN,2821346683.52022
2006,YR2006,Guinea-Bissau,GNB,578517348.941903
2006,YR2006,Guyana,GUY,1458449057.88559
2006,YR2006,Haiti,HTI,4879738635.95586
2006,YR2006,Honduras,HND,10841723354.4201
2006,YR2006,"Hong Kong SAR, China",HKG,193536265094.364
2006,YR2006,Hungary,HUN,112533152716.384
2006,YR2006,Iceland,ISL,16651492783.5423
2006,YR2006,India,IND,949116769688.063
2006,YR2006,Indonesia,IDN,364570525997.054
2006,YR2006,"Iran, Islamic Rep.",IRN,222880533511.287
2006,YR2006,Iraq,IRQ,65141035027.9406
2006,YR2006,Ireland,IRL,222762911715.744
2006,YR2006,Isle of Man,IMY,3437450711.55028
2006,YR2006,Israel,ISR,145479599622.963
2006,YR2006,Italy,ITA,1872982702430.31
2006,YR2006,Jamaica,JAM,11903020643.5944
2006,YR2006,Japan,JPN,4356761451087.28
2006,YR2006,Jordan,JOR,15056937190.1336
2006,YR2006,Kazakhstan,KAZ,81003864915.5437
2006,YR2006,Kenya,KEN,22504136042.2252
2006,YR2006,Kiribati,KIR,104668674.698795
2006,YR2006,"Korea, Dem. Rep.",PRK,
2006,YR2006,"Korea, Rep.",KOR,951773478984.908
2006,YR2006,Kosovo,KSV,3918176307.9609
2006,YR2006,Kuwait,KWT,101561153806.389
2006,YR2006,Kyrgyz Republic,KGZ,2834168889.42019
2006,YR2006,Lao PDR,LAO,3452895836.27301
2006,YR2006,Latvia,LVA,19935046397.2163
2006,YR2006,Lebanon,LBN,22438474295.1907
2006,YR2006,Lesotho,LSO,1428842600.12112
2006,YR2006,Liberia,LBR,604028581.80619
2006,YR2006,Libya,LBY,56484375000
2006,YR2006,Liechtenstein,LIE,3988775843.87205
2006,YR2006,Lithuania,LTU,30088510798.0993
2006,YR2006,Luxembourg,LUX,42544669010.8776
2006,YR2006,"Macao SAR, China",MAC,14568709574.0036
2006,YR2006,"Macedonia, FYR",MKD,6560546900.04109
2006,YR2006,Madagascar,MDG,5515236338.4864
2006,YR2006,Malawi,MWI,3116789657.89251
2006,YR2006,Malaysia,MYS,162692467585.806
