Time_Value,Time_ValueCode,Country_Name,Country_Code,"Population, total"
1975,YR1975,Armenia,ARM,2825650
1975,YR1975,Aruba,ABW,60655
1975,YR1975,Australia,AUS,13893000
1975,YR1975,Austria,AUT,7578903
1975,YR1975,Azerbaijan,AZE,5693796
1975,YR1975,"Bahamas, The",BHS,188882
1975,YR1975,Bahrain,BHR,266686
1975,YR1975,Bangladesh,BGD,72265173
1975,YR1975,Barbados,BRB,245663
1975,YR1975,Belarus,BLR,9367000
1975,YR1975,Belgium,BEL,9800700
1975,YR1975,Belize,BLZ,133261
1975,YR1975,Benin,BEN,3262959
1975,YR1975,Bermuda,BMU,53000
1975,YR1975,Bhutan,BTN,349280
1975,YR1975,Bolivia,BOL,4768177
1975,YR1975,Bosnia and Herzegovina,BIH,3922171
1975,YR1975,Botswana,BWA,822806
1975,YR1975,Brazil,BRA,108219657
1975,YR1975,Brunei Darussalam,BRN,160791
1975,YR1975,Bulgaria,BGR,8720742
1975,YR1975,Burkina Faso,BFA,6154548
1975,YR1975,Burundi,BDI,3676991
1975,YR1975,Cambodia,KHM,7555928
1975,YR1975,Cameroon,CMR,7740196
1975,YR1975,Canada,CAN,23209000
1975,YR1975,Cape Verde,CPV,312413
1975,YR1975,Caribbean small states,CSS,5189031
1975,YR1975,Cayman Islands,CYM,12238
1975,YR1975,Central African Republic,CAF,2017379
1975,YR1975,Chad,TCD,4088858
1975,YR1975,Channel Islands,CHI,126417
1975,YR1975,Chile,CHL,10426432
1975,YR1975,China,CHN,916395000
1975,YR1975,Colombia,COL,23996249
1975,YR1975,Comoros,COM,260863
1975,YR1975,"Congo, Dem. Rep.",ZAR,22902275
1975,YR1975,"Congo, Rep.",COG,1553903
1975,YR1975,Costa Rica,CRI,2052076
1975,YR1975,Cote d'Ivoire,CIV,6606395
1975,YR1975,Croatia,HRV,4514000
1975,YR1975,Cuba,CUB,9438366
1975,YR1975,Curacao,CUW,
1975,YR1975,Cyprus,CYP,649755
1975,YR1975,Czech Republic,CZE,10058620
1975,YR1975,Denmark,DNK,5059862
1975,YR1975,Djibouti,DJI,224244
1975,YR1975,Dominica,DMA,72091
1975,YR1975,Dominican Republic,DOM,5168720
1975,YR1975,East Asia & Pacific (all income levels),EAS,1441045808.24707
1975,YR1975,East Asia & Pacific (developing only),EAP,1253342593
1975,YR1975,Ecuador,ECU,6928694
1975,YR1975,"Egypt, Arab Rep.",EGY,40359038
1975,YR1975,El Salvador,SLV,4232375
1975,YR1975,Equatorial Guinea,GNQ,238237
1975,YR1975,Eritrea,ERI,2056693
1975,YR1975,Estonia,EST,1429352
1975,YR1975,Ethiopia,ETH,32569908
1975,YR1975,Euro area,EMU,290040279
1975,YR1975,Europe & Central Asia (all income levels),ECS,767198770
1975,YR1975,Europe & Central Asia (developing only),ECA,208498528
1975,YR1975,European Union,EUU,454418829
1975,YR1975,Faeroe Islands,FRO,40529
1975,YR1975,Fiji,FJI,576592
1975,YR1975,Finland,FIN,4711440
1975,YR1975,France,FRA,54033095
1975,YR1975,French Polynesia,PYF,130619
1975,YR1975,Gabon,GAB,648174
1975,YR1975,"Gambia, The",GMB,521070
1975,YR1975,Georgia,GEO,4311200
1975,YR1975,Germany,DEU,78673554
1975,YR1975,Ghana,GHA,9831636
1975,YR1975,Greece,GRC,9046541
1975,YR1975,Greenland,GRL,49600
1975,YR1975,Grenada,GRD,92453
1975,YR1975,Guam,GUM,93354
1975,YR1975,Guatemala,GTM,6194218
1975,YR1975,Guinea,GIN,4350256
1975,YR1975,Guinea-Bissau,GNB,778096
1975,YR1975,Guyana,GUY,748877
1975,YR1975,Haiti,HTI,5143815
1975,YR1975,Heavily indebted poor countries (HIPC),HPC,237504871
1975,YR1975,High income,HIC,1017899714.24707
1975,YR1975,High income: OECD,OEC,830462676
1975,YR1975,High income: nonOECD,NOC,187437038.247069
1975,YR1975,Honduras,HND,3107735
1975,YR1975,"Hong Kong SAR, China",HKG,4461600
1975,YR1975,Hungary,HUN,10540525
1975,YR1975,Iceland,ISL,217979
1975,YR1975,India,IND,622232355
1975,YR1975,Indonesia,IDN,129210098
1975,YR1975,"Iran, Islamic Rep.",IRN,32877678
1975,YR1975,Iraq,IRQ,11684585
1975,YR1975,Ireland,IRL,3189550
1975,YR1975,Isle of Man,IMY,60941
1975,YR1975,Israel,ISR,3455000
1975,YR1975,Italy,ITA,55441001
1975,YR1975,Jamaica,JAM,2013000
1975,YR1975,Japan,JPN,111940000
1975,YR1975,Jordan,JOR,1810000
1975,YR1975,Kazakhstan,KAZ,14136006
1975,YR1975,Kenya,KEN,13486241
1975,YR1975,Kiribati,KIR,48404
1975,YR1975,"Korea, Dem. Rep.",PRK,16274744
1975,YR1975,"Korea, Rep.",KOR,35281000
1975,YR1975,Kosovo,KSV,1369000
1975,YR1975,Kuwait,KWT,1049988
1975,YR1975,Kyrgyz Republic,KGZ,3292400
1975,YR1975,Lao PDR,LAO,3046549
1975,YR1975,Latin America & Caribbean (all income levels),LCN,323909633
1975,YR1975,Latin America & Caribbean (developing only),LAC,305919530
1975,YR1975,Latvia,LVA,2456130
1975,YR1975,Least developed countries: UN classification,LDC,347285944
1975,YR1975,Lebanon,LBN,2575693
1975,YR1975,Lesotho,LSO,1149090
1975,YR1975,Liberia,LBR,1628656
1975,YR1975,Libya,LBY,2531982
1975,YR1975,Liechtenstein,LIE,23435
1975,YR1975,Lithuania,LTU,3301652
1975,YR1975,Low & middle income,LMY,3048648132
1975,YR1975,Low income,LIC,347085065
1975,YR1975,Lower middle income,LMC,1217613735
1975,YR1975,Luxembourg,LUX,358950
1975,YR1975,"Macao SAR, China",MAC,248213
1975,YR1975,"Macedonia, FYR",MKD,1772405
1975,YR1975,Madagascar,MDG,7575757
1975,YR1975,Malawi,MWI,5299532
1975,YR1975,Malaysia,MYS,12311782
1975,YR1975,Maldives,MDV,134077
1975,YR1975,Mali,MLI,6191134
1975,YR1975,Malta,MLT,304222
1975,YR1975,Marshall Islands,MHL,25580
1975,YR1975,Mauritania,MRT,1328672
1975,YR1975,Mauritius,MUS,892000
1975,YR1975,Mexico,MEX,61708369
1975,YR1975,"Micronesia, Fed. Sts.",FSM,63146
1975,YR1975,Middle East & North Africa (all income levels),MEA,160466693
1975,YR1975,Middle East & North Africa (developing only),MNA,146433776
1975,YR1975,Middle income,MIC,2701563067
1975,YR1975,Moldova,MDA,3252000
1975,YR1975,Monaco,MCO,25201
1975,YR1975,Mongolia,MNG,1479648
1975,YR1975,Montenegro,MNE,554670
1975,YR1975,Morocco,MAR,17685326
1975,YR1975,Mozambique,MOZ,10620260
1975,YR1975,Myanmar,MMR,30640635
1975,YR1975,Namibia,NAM,905647
1975,YR1975,Nepal,NPL,12871016
1975,YR1975,Netherlands,NLD,13666335
1975,YR1975,New Caledonia,NCL,133000
1975,YR1975,New Zealand,NZL,3083100
1975,YR1975,Nicaragua,NIC,2798048
1975,YR1975,Niger,NER,5070583
1975,YR1975,Nigeria,NGA,63565601
1975,YR1975,North America,NAC,239235000
1975,YR1975,Northern Mariana Islands,MNP,15232
1975,YR1975,Norway,NOR,4007313
1975,YR1975,OECD members,OED,941897207
1975,YR1975,Oman,OMN,882044
1975,YR1975,Other small states,OSS,9112955
1975,YR1975,Pacific island small states,PSS,1266743
1975,YR1975,Pakistan,PAK,68155252
1975,YR1975,Palau,PLW,12280
1975,YR1975,Panama,PAN,1753706
1975,YR1975,Papua New Guinea,PNG,2809692
1975,YR1975,Paraguay,PRY,2805232
1975,YR1975,Peru,PER,15164288
1975,YR1975,Philippines,PHL,41296295
1975,YR1975,Poland,POL,34015199
1975,YR1975,Portugal,PRT,9093470
1975,YR1975,Puerto Rico,PRI,2994000
1975,YR1975,Qatar,QAT,164354
1975,YR1975,Romania,ROM,21293583
1975,YR1975,Russian Federation,RUS,134200000
1975,YR1975,Rwanda,RWA,4359166
1975,YR1975,Samoa,WSM,151383
1975,YR1975,San Marino,SMR,19732
1975,YR1975,Sao Tome and Principe,STP,82607
1975,YR1975,Saudi Arabia,SAU,7377881
1975,YR1975,Senegal,SEN,4901053
1975,YR1975,Serbia,SRB,
1975,YR1975,Seychelles,SYC,59600
1975,YR1975,Sierra Leone,SLE,2820782
1975,YR1975,Singapore,SGP,2263000
1975,YR1975,Sint Maarten (Dutch part),SXM,
1975,YR1975,Slovak Republic,SVK,4739105
1975,YR1975,Slovenia,SVN,1793581
1975,YR1975,Small states,SST,15568729
1975,YR1975,Solomon Islands,SLB,193447
1975,YR1975,Somalia,SOM,3880955
1975,YR1975,South Africa,ZAF,24728000
1975,YR1975,South Asia,SAS,802054943
1975,YR1975,South Sudan,SSD,4117767
1975,YR1975,Spain,ESP,35530725
1975,YR1975,Sri Lanka,LKA,13496000
1975,YR1975,St. Kitts and Nevis,KNA,44278
1975,YR1975,St. Lucia,LCA,109770
1975,YR1975,St. Martin (French part),MAF,6291
1975,YR1975,St. Vincent and the Grenadines,VCT,95614
1975,YR1975,Sub-Saharan Africa (all income levels),SSF,332636999
1975,YR1975,Sub-Saharan Africa (developing only),SSA,332398762
1975,YR1975,Sudan,SDN,12075841
1975,YR1975,Suriname,SUR,364402
1975,YR1975,Swaziland,SWZ,517100
1975,YR1975,Sweden,SWE,8192437
1975,YR1975,Switzerland,CHE,6338632
1975,YR1975,Syrian Arab Republic,SYR,7564000
1975,YR1975,Tajikistan,TJK,3412819
1975,YR1975,Tanzania,TZA,15978207
1975,YR1975,Thailand,THA,42332566
1975,YR1975,Timor-Leste,TMP,662981
1975,YR1975,Togo,TGO,2410446
1975,YR1975,Tonga,TON,88347
1975,YR1975,Trinidad and Tobago,TTO,1011487
1975,YR1975,Tunisia,TUN,5611000
1975,YR1975,Turkey,TUR,39185637
1975,YR1975,Turkmenistan,TKM,2520002
1975,YR1975,Turks and Caicos Islands,TCA,6546
1975,YR1975,Tuvalu,TUV,7685
1975,YR1975,Uganda,UGA,10827097
1975,YR1975,Ukraine,UKR,48758333
1975,YR1975,United Arab Emirates,ARE,532742
1975,YR1975,United Kingdom,GBR,56225800
1975,YR1975,United States,USA,215973000
1975,YR1975,Upper middle income,UMC,1483949332
1975,YR1975,Uruguay,URY,2830378
1975,YR1975,Uzbekistan,UZB,13980997
1975,YR1975,Vanuatu,VUT,99879
1975,YR1975,"Venezuela, RB",VEN,12739894
1975,YR1975,Vietnam,VNM,48030000
1975,YR1975,Virgin Islands (U.S.),VIR,94000
1975,YR1975,West Bank and Gaza,WBG,
1975,YR1975,World,WLD,4066547846.24707
1975,YR1975,"Yemen, Rep.",YEM,6676714
1975,YR1975,Zambia,ZMB,4963655
1975,YR1975,Zimbabwe,ZWE,6170266
1976,YR1976,Afghanistan,AFG,12806810
1976,YR1976,Albania,ALB,2486256
1976,YR1976,Algeria,DZA,17311457
1976,YR1976,American Samoa,ASM,30325
1976,YR1976,Andorra,ADO,31781
1976,YR1976,Angola,AGO,6808733
1976,YR1976,Antigua and Barbuda,ATG,69782
1976,YR1976,Arab World,ARB,145768517.199181
1976,YR1976,Argentina,ARG,26483835
1976,YR1976,Armenia,ARM,2882831
1976,YR1976,Aruba,ABW,60589
1976,YR1976,Australia,AUS,14033000
1976,YR1976,Austria,AUT,7565525
1976,YR1976,Azerbaijan,AZE,5789050
1976,YR1976,"Bahamas, The",BHS,192905
1976,YR1976,Bahrain,BHR,283843
1976,YR1976,Bangladesh,BGD,73944664
1976,YR1976,Barbados,BRB,246536
1976,YR1976,Belarus,BLR,9411000
1976,YR1976,Belgium,BEL,9818227
1976,YR1976,Belize,BLZ,135145
1976,YR1976,Benin,BEN,3345501
1976,YR1976,Bermuda,BMU,53200
1976,YR1976,Bhutan,BTN,362006
1976,YR1976,Bolivia,BOL,4884284
1976,YR1976,Bosnia and Herzegovina,BIH,3958587
1976,YR1976,Botswana,BWA,854746
1976,YR1976,Brazil,BRA,110808302
1976,YR1976,Brunei Darussalam,BRN,167275
1976,YR1976,Bulgaria,BGR,8758599
1976,YR1976,Burkina Faso,BFA,6274037
1976,YR1976,Burundi,BDI,3744678
1976,YR1976,Cambodia,KHM,7430726
1976,YR1976,Cameroon,CMR,7959500
1976,YR1976,Canada,CAN,23518000
1976,YR1976,Cape Verde,CPV,312516
1976,YR1976,Caribbean small states,CSS,5242332.84
1976,YR1976,Cayman Islands,CYM,13020
1976,YR1976,Central African Republic,CAF,2061620
1976,YR1976,Chad,TCD,4173072
1976,YR1976,Channel Islands,CHI,126906
1976,YR1976,Chile,CHL,10580399
1976,YR1976,China,CHN,930685000
1976,YR1976,Colombia,COL,24557647
1976,YR1976,Comoros,COM,269912
1976,YR1976,"Congo, Dem. Rep.",ZAR,23554958
1976,YR1976,"Congo, Rep.",COG,1600295
1976,YR1976,Costa Rica,CRI,2105377
1976,YR1976,Cote d'Ivoire,CIV,6916167
1976,YR1976,Croatia,HRV,4530000
1976,YR1976,Cuba,CUB,9543798
1976,YR1976,Curacao,CUW,
1976,YR1976,Cyprus,CYP,657526
1976,YR1976,Czech Republic,CZE,10125939
1976,YR1976,Denmark,DNK,5072596
1976,YR1976,Djibouti,DJI,248710
1976,YR1976,Dominica,DMA,72648
1976,YR1976,Dominican Republic,DOM,5298530
1976,YR1976,East Asia & Pacific (all income levels),EAS,1465197566.06329
1976,YR1976,East Asia & Pacific (developing only),EAP,1275500209.2
1976,YR1976,Ecuador,ECU,7119087
1976,YR1976,"Egypt, Arab Rep.",EGY,41212513
1976,YR1976,El Salvador,SLV,4324952
1976,YR1976,Equatorial Guinea,GNQ,228527
1976,YR1976,Eritrea,ERI,2120634
1976,YR1976,Estonia,EST,1439576
1976,YR1976,Ethiopia,ETH,33145955
1976,YR1976,Euro area,EMU,291361489
1976,YR1976,Europe & Central Asia (all income levels),ECS,772746024.981326
1976,YR1976,Europe & Central Asia (developing only),ECA,211295378.463461
1976,YR1976,European Union,EUU,456589141
1976,YR1976,Faeroe Islands,FRO,40974
1976,YR1976,Fiji,FJI,587522
1976,YR1976,Finland,FIN,4725664
1976,YR1976,France,FRA,54328016
1976,YR1976,French Polynesia,PYF,134743
1976,YR1976,Gabon,GAB,662036
1976,YR1976,"Gambia, The",GMB,536409
1976,YR1976,Georgia,GEO,4342400
1976,YR1976,Germany,DEU,78336950
1976,YR1976,Ghana,GHA,10023738
1976,YR1976,Greece,GRC,9188150
1976,YR1976,Greenland,GRL,49700
1976,YR1976,Grenada,GRD,91435
1976,YR1976,Guam,GUM,95386
1976,YR1976,Guatemala,GTM,6352074
1976,YR1976,Guinea,GIN,4366830
1976,YR1976,Guinea-Bissau,GNB,789452
1976,YR1976,Guyana,GUY,755241
1976,YR1976,Haiti,HTI,5241510
1976,YR1976,Heavily indebted poor countries (HIPC),HPC,243897183
1976,YR1976,High income,HIC,1025960449.78116
1976,YR1976,High income: OECD,OEC,836365987
1976,YR1976,High income: nonOECD,NOC,189594462.781156
1976,YR1976,Honduras,HND,3204880
1976,YR1976,"Hong Kong SAR, China",HKG,4518000
1976,YR1976,Hungary,HUN,10598677
1976,YR1976,Iceland,ISL,220154
1976,YR1976,India,IND,636883717
1976,YR1976,Indonesia,IDN,132385413
1976,YR1976,"Iran, Islamic Rep.",IRN,33901414
1976,YR1976,Iraq,IRQ,12068300
1976,YR1976,Ireland,IRL,3238050
1976,YR1976,Isle of Man,IMY,61900
1976,YR1976,Israel,ISR,3533000
1976,YR1976,Italy,ITA,55718260
1976,YR1976,Jamaica,JAM,2037715.84
1976,YR1976,Japan,JPN,112771000
1976,YR1976,Jordan,JOR,1876273.6
1976,YR1976,Kazakhstan,KAZ,14281735.4634611
1976,YR1976,Kenya,KEN,13995996
1976,YR1976,Kiribati,KIR,49466
1976,YR1976,"Korea, Dem. Rep.",PRK,16539033
1976,YR1976,"Korea, Rep.",KOR,35849000
1976,YR1976,Kosovo,KSV,1400000
1976,YR1976,Kuwait,KWT,1112107
1976,YR1976,Kyrgyz Republic,KGZ,3358700
1976,YR1976,Lao PDR,LAO,3093537
1976,YR1976,Latin America & Caribbean (all income levels),LCN,331645765.24
1976,YR1976,Latin America & Caribbean (developing only),LAC,313418026.84
1976,YR1976,Latvia,LVA,2470989
1976,YR1976,Least developed countries: UN classification,LDC,355752902
1976,YR1976,Lebanon,LBN,2598362
1976,YR1976,Lesotho,LSO,1177975
1976,YR1976,Liberia,LBR,1676016
1976,YR1976,Libya,LBY,2632823
1976,YR1976,Liechtenstein,LIE,23926
1976,YR1976,Lithuania,LTU,3328664
1976,YR1976,Low & middle income,LMY,3113497744.17464
1976,YR1976,Low income,LIC,355457273
1976,YR1976,Lower middle income,LMC,1246875350.2
1976,YR1976,Luxembourg,LUX,360731
1976,YR1976,"Macao SAR, China",MAC,245915
1976,YR1976,"Macedonia, FYR",MKD,1795556
1976,YR1976,Madagascar,MDG,7799642
1976,YR1976,Malawi,MWI,5478781
1976,YR1976,Malaysia,MYS,12599655
1976,YR1976,Maldives,MDV,137965
1976,YR1976,Mali,MLI,6293218
1976,YR1976,Malta,MLT,305774
1976,YR1976,Marshall Islands,MHL,26549
1976,YR1976,Mauritania,MRT,1367629
1976,YR1976,Mauritius,MUS,906507.2
1976,YR1976,Mexico,MEX,63486196
1976,YR1976,"Micronesia, Fed. Sts.",FSM,64386
1976,YR1976,Middle East & North Africa (all income levels),MEA,165105493.199181
1976,YR1976,Middle East & North Africa (developing only),MNA,150355512.199181
1976,YR1976,Middle income,MIC,2758040471.17464
1976,YR1976,Moldova,MDA,3284000
1976,YR1976,Monaco,MCO,25521
1976,YR1976,Mongolia,MNG,1520864
1976,YR1976,Montenegro,MNE,559690
1976,YR1976,Morocco,MAR,18074081
1976,YR1976,Mozambique,MOZ,10908161
1976,YR1976,Myanmar,MMR,31379211
1976,YR1976,Namibia,NAM,928228
1976,YR1976,Nepal,NPL,13156441
1976,YR1976,Netherlands,NLD,13774037
1976,YR1976,New Caledonia,NCL,136203
1976,YR1976,New Zealand,NZL,3110500
1976,YR1976,Nicaragua,NIC,2885281
1976,YR1976,Niger,NER,5214731
1976,YR1976,Nigeria,NGA,65426979
1976,YR1976,North America,NAC,241606200
1976,YR1976,Northern Mariana Islands,MNP,15316
1976,YR1976,Norway,NOR,4026152
1976,YR1976,OECD members,OED,950551556
1976,YR1976,Oman,OMN,927433
1976,YR1976,Other small states,OSS,9305635.2
1976,YR1976,Pacific island small states,PSS,1293273
1976,YR1976,Pakistan,PAK,70268556
1976,YR1976,Palau,PLW,12284
1976,YR1976,Panama,PAN,1800516
1976,YR1976,Papua New Guinea,PNG,2888510
1976,YR1976,Paraguay,PRY,2876352
1976,YR1976,Peru,PER,15585924
1976,YR1976,Philippines,PHL,42462461
1976,YR1976,Poland,POL,34356300
1976,YR1976,Portugal,PRT,9355810
1976,YR1976,Puerto Rico,PRI,3043854.4
1976,YR1976,Qatar,QAT,173786
1976,YR1976,Romania,ROM,21551634
1976,YR1976,Russian Federation,RUS,135146685.517865
1976,YR1976,Rwanda,RWA,4499767
1976,YR1976,Samoa,WSM,152390
1976,YR1976,San Marino,SMR,19986
1976,YR1976,Sao Tome and Principe,STP,84874
1976,YR1976,Saudi Arabia,SAU,7790588
1976,YR1976,Senegal,SEN,5032394
1976,YR1976,Serbia,SRB,
1976,YR1976,Seychelles,SYC,60704
1976,YR1976,Sierra Leone,SLE,2887735
1976,YR1976,Singapore,SGP,2293000
1976,YR1976,Sint Maarten (Dutch part),SXM,
1976,YR1976,Slovak Republic,SVK,4789507
1976,YR1976,Slovenia,SVN,1820249
1976,YR1976,Small states,SST,15841241.04
1976,YR1976,Solomon Islands,SLB,200642
1976,YR1976,Somalia,SOM,4259636
1976,YR1976,South Africa,ZAF,25268094.272
1976,YR1976,South Asia,SAS,821277159
1976,YR1976,South Sudan,SSD,4222557
1976,YR1976,Spain,ESP,35939437
1976,YR1976,Sri Lanka,LKA,13717000
1976,YR1976,St. Kitts and Nevis,KNA,44142
1976,YR1976,St. Lucia,LCA,111211
1976,YR1976,St. Martin (French part),MAF,6530
1976,YR1976,St. Vincent and the Grenadines,VCT,96639
1976,YR1976,Sub-Saharan Africa (all income levels),SSF,341879985.472
1976,YR1976,Sub-Saharan Africa (developing only),SSA,341651458.472
1976,YR1976,Sudan,SDN,12506035
1976,YR1976,Suriname,SUR,363278
1976,YR1976,Swaziland,SWZ,533264
1976,YR1976,Sweden,SWE,8222286
1976,YR1976,Switzerland,CHE,6302504
1976,YR1976,Syrian Arab Republic,SYR,7822610
1976,YR1976,Tajikistan,TJK,3511050
1976,YR1976,Tanzania,TZA,16491793
1976,YR1976,Thailand,THA,43382444
1976,YR1976,Timor-Leste,TMP,652114
1976,YR1976,Togo,TGO,2464459
1976,YR1976,Tonga,TON,89258
1976,YR1976,Trinidad and Tobago,TTO,1025655
1976,YR1976,Tunisia,TUN,5742338.59918121
1976,YR1976,Turkey,TUR,40100696
1976,YR1976,Turkmenistan,TKM,2587417
1976,YR1976,Turks and Caicos Islands,TCA,6723
1976,YR1976,Tuvalu,TUV,7752
1976,YR1976,Uganda,UGA,11139632
1976,YR1976,Ukraine,UKR,49036548
1976,YR1976,United Arab Emirates,ARE,623450
1976,YR1976,United Kingdom,GBR,56211968
1976,YR1976,United States,USA,218035000
1976,YR1976,Upper middle income,UMC,1511165120.97464
1976,YR1976,Uruguay,URY,2841603
1976,YR1976,Uzbekistan,UZB,14386952
1976,YR1976,Vanuatu,VUT,103024
1976,YR1976,"Venezuela, RB",VEN,13196169
1976,YR1976,Vietnam,VNM,49157643.2
1976,YR1976,Virgin Islands (U.S.),VIR,96000
1976,YR1976,West Bank and Gaza,WBG,
1976,YR1976,World,WLD,4139458193.9558
1976,YR1976,"Yemen, Rep.",YEM,6866630
1976,YR1976,Zambia,ZMB,5131916
1976,YR1976,Zimbabwe,ZWE,6373946
1977,YR1977,Afghanistan,AFG,13034460
1977,YR1977,Albania,ALB,2546617
1977,YR1977,Algeria,DZA,17808536
1977,YR1977,American Samoa,ASM,30690
1977,YR1977,Andorra,ADO,32769
1977,YR1977,Angola,AGO,6989550
1977,YR1977,Antigua and Barbuda,ATG,70223
1977,YR1977,Arab World,ARB,150474227.832646
1977,YR1977,Argentina,ARG,26889764
1977,YR1977,Armenia,ARM,2938181
1977,YR1977,Aruba,ABW,60366
1977,YR1977,Australia,AUS,14192000
1977,YR1977,Austria,AUT,7568430
1977,YR1977,Azerbaijan,AZE,5882395
1977,YR1977,"Bahamas, The",BHS,197118
1977,YR1977,Bahrain,BHR,303236
1977,YR1977,Bangladesh,BGD,75880084
1977,YR1977,Barbados,BRB,247136
1977,YR1977,Belarus,BLR,9463000
1977,YR1977,Belgium,BEL,9830358
1977,YR1977,Belize,BLZ,136991
1977,YR1977,Benin,BEN,3432262
1977,YR1977,Bermuda,BMU,53400
1977,YR1977,Bhutan,BTN,374953
1977,YR1977,Bolivia,BOL,5001971
1977,YR1977,Bosnia and Herzegovina,BIH,3992930
1977,YR1977,Botswana,BWA,888776
1977,YR1977,Brazil,BRA,113455308
1977,YR1977,Brunei Darussalam,BRN,173818
1977,YR1977,Bulgaria,BGR,8804183
1977,YR1977,Burkina Faso,BFA,6398937
1977,YR1977,Burundi,BDI,3825426
1977,YR1977,Cambodia,KHM,7214262
1977,YR1977,Cameroon,CMR,8187840
1977,YR1977,Canada,CAN,23796000
1977,YR1977,Cape Verde,CPV,309609
1977,YR1977,Caribbean small states,CSS,5294300.04
1977,YR1977,Cayman Islands,CYM,13840
1977,YR1977,Central African Republic,CAF,2108539
1977,YR1977,Chad,TCD,4254762
1977,YR1977,Channel Islands,CHI,127190
1977,YR1977,Chile,CHL,10729757
1977,YR1977,China,CHN,943455000
1977,YR1977,Colombia,COL,25134640
1977,YR1977,Comoros,COM,280248
1977,YR1977,"Congo, Dem. Rep.",ZAR,24238011
1977,YR1977,"Congo, Rep.",COG,1647320
1977,YR1977,Costa Rica,CRI,2162047
1977,YR1977,Cote d'Ivoire,CIV,7237015
1977,YR1977,Croatia,HRV,4532000
1977,YR1977,Cuba,CUB,9633669
1977,YR1977,Curacao,CUW,
1977,YR1977,Cyprus,CYP,665528
1977,YR1977,Czech Republic,CZE,10186755
1977,YR1977,Denmark,DNK,5088419
1977,YR1977,Djibouti,DJI,277750
1977,YR1977,Dominica,DMA,73411
1977,YR1977,Dominican Republic,DOM,5428547
1977,YR1977,East Asia & Pacific (all income levels),EAS,1488013252.23964
1977,YR1977,East Asia & Pacific (developing only),EAP,1296049925.2
1977,YR1977,Ecuador,ECU,7312553
1977,YR1977,"Egypt, Arab Rep.",EGY,42093668
1977,YR1977,El Salvador,SLV,4414427
1977,YR1977,Equatorial Guinea,GNQ,220438
1977,YR1977,Eritrea,ERI,2189070
1977,YR1977,Estonia,EST,1450211
1977,YR1977,Ethiopia,ETH,33615472
1977,YR1977,Euro area,EMU,292558392
1977,YR1977,Europe & Central Asia (all income levels),ECS,778075482.494663
1977,YR1977,Europe & Central Asia (developing only),ECA,214012164.266163
1977,YR1977,European Union,EUU,458548067
1977,YR1977,Faeroe Islands,FRO,41447
1977,YR1977,Fiji,FJI,598256
1977,YR1977,Finland,FIN,4738902
1977,YR1977,France,FRA,54565943
1977,YR1977,French Polynesia,PYF,138867
1977,YR1977,Gabon,GAB,676829
1977,YR1977,"Gambia, The",GMB,551823
1977,YR1977,Georgia,GEO,4372100
1977,YR1977,Germany,DEU,78159814
1977,YR1977,Ghana,GHA,10190202
1977,YR1977,Greece,GRC,9308479
1977,YR1977,Greenland,GRL,49400
1977,YR1977,Grenada,GRD,90187
1977,YR1977,Guam,GUM,97476
1977,YR1977,Guatemala,GTM,6509758
1977,YR1977,Guinea,GIN,4383225
1977,YR1977,Guinea-Bissau,GNB,796727
1977,YR1977,Guyana,GUY,762549
1977,YR1977,Haiti,HTI,5344538
1977,YR1977,Heavily indebted poor countries (HIPC),HPC,250443223
1977,YR1977,High income,HIC,1034308508.86814
1977,YR1977,High income: OECD,OEC,842506285
1977,YR1977,High income: nonOECD,NOC,191802223.86814
1977,YR1977,Honduras,HND,3306985
1977,YR1977,"Hong Kong SAR, China",HKG,4583700
1977,YR1977,Hungary,HUN,10648031
1977,YR1977,Iceland,ISL,221799
1977,YR1977,India,IND,651935141
1977,YR1977,Indonesia,IDN,135601258
1977,YR1977,"Iran, Islamic Rep.",IRN,34992483
1977,YR1977,Iraq,IRQ,12461337
1977,YR1977,Ireland,IRL,3282200
1977,YR1977,Isle of Man,IMY,62934
1977,YR1977,Israel,ISR,3613000
1977,YR1977,Italy,ITA,55955411
1977,YR1977,Jamaica,JAM,2059399.04
1977,YR1977,Japan,JPN,113863000
1977,YR1977,Jordan,JOR,1946630.4
1977,YR1977,Kazakhstan,KAZ,14428967.2661629
1977,YR1977,Kenya,KEN,14527242
1977,YR1977,Kiribati,KIR,50617
1977,YR1977,"Korea, Dem. Rep.",PRK,16758831
1977,YR1977,"Korea, Rep.",KOR,36412000
1977,YR1977,Kosovo,KSV,1430000
1977,YR1977,Kuwait,KWT,1174713
1977,YR1977,Kyrgyz Republic,KGZ,3423900
1977,YR1977,Lao PDR,LAO,3130003
1977,YR1977,Latin America & Caribbean (all income levels),LCN,339463944.64
1977,YR1977,Latin America & Caribbean (developing only),LAC,321009230.04
1977,YR1977,Latvia,LVA,2485073
1977,YR1977,Least developed countries: UN classification,LDC,364587436
1977,YR1977,Lebanon,LBN,2606224
1977,YR1977,Lesotho,LSO,1208836
1977,YR1977,Liberia,LBR,1724313
1977,YR1977,Libya,LBY,2736280
1977,YR1977,Liechtenstein,LIE,24444
1977,YR1977,Lithuania,LTU,3355036
1977,YR1977,Low & middle income,LMY,3178046263.17081
1977,YR1977,Low income,LIC,364120900
1977,YR1977,Lower middle income,LMC,1276940957.2
1977,YR1977,Luxembourg,LUX,361358
1977,YR1977,"Macao SAR, China",MAC,243729
