GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total
Summer,1992,Barcelona,Spain,24,Norway,2,4,1,7
Summer,1992,Barcelona,Spain,25,Turkey,2,2,2,6
Summer,1992,Barcelona,Spain,26,Denmark,1,1,4,6
Summer,1992,Barcelona,Spain,27,Indonesia,2,2,1,5
Summer,1992,Barcelona,Spain,28,Finland,1,2,2,5
Summer,1992,Barcelona,Spain,29,Jamaica,0,3,1,4
Summer,1992,Barcelona,Spain,30,Nigeria,0,3,1,4
Summer,1992,Barcelona,Spain,31,Brazil,2,1,0,3
Summer,1992,Barcelona,Spain,32,Morocco,1,1,1,3
Summer,1992,Barcelona,Spain,33,Ethiopia,1,0,2,3
Summer,1992,Barcelona,Spain,34,Latvia,0,2,1,3
Summer,1992,Barcelona,Spain,35,Iran,0,1,2,3
Summer,1992,Barcelona,Spain,36,Belgium,0,1,2,3
Summer,1992,Barcelona,Spain,37,Croatia,0,1,2,3
Summer,1992,Barcelona,Spain,38,Individual Olympic Athletes,0,1,2,3
Summer,1992,Barcelona,Spain,39,Greece,2,0,0,2
Summer,1992,Barcelona,Spain,40,Ireland,1,1,0,2
Summer,1992,Barcelona,Spain,41,Estonia,1,0,1,2
Summer,1992,Barcelona,Spain,42,Algeria,1,0,1,2
Summer,1992,Barcelona,Spain,43,Lithuania,1,0,1,2
Summer,1992,Barcelona,Spain,44,South Africa,0,2,0,2
Summer,1992,Barcelona,Spain,45,Namibia,0,2,0,2
Summer,1992,Barcelona,Spain,46,Austria,0,2,0,2
Summer,1992,Barcelona,Spain,47,Israel,0,1,1,2
Summer,1992,Barcelona,Spain,48,Slovenia,0,0,2,2
Summer,1992,Barcelona,Spain,49,Mongolia,0,0,2,2
Summer,1992,Barcelona,Spain,50,Switzerland,1,0,0,1
Summer,1992,Barcelona,Spain,51,Chinese Taipei,0,1,0,1
Summer,1992,Barcelona,Spain,52,Mexico,0,1,0,1
Summer,1992,Barcelona,Spain,53,Peru,0,1,0,1
Summer,1992,Barcelona,Spain,54,Suriname,0,0,1,1
Summer,1992,Barcelona,Spain,55,Philippines,0,0,1,1
Summer,1992,Barcelona,Spain,56,Puerto Rico,0,0,1,1
Summer,1992,Barcelona,Spain,57,Thailand,0,0,1,1
Summer,1992,Barcelona,Spain,58,Ghana,0,0,1,1
Summer,1992,Barcelona,Spain,59,Pakistan,0,0,1,1
Summer,1992,Barcelona,Spain,60,Malaysia,0,0,1,1
Summer,1992,Barcelona,Spain,61,Argentina,0,0,1,1
Summer,1992,Barcelona,Spain,62,Qatar,0,0,1,1
Summer,1992,Barcelona,Spain,63,Bahamas,0,0,1,1
Summer,1992,Barcelona,Spain,64,Colombia,0,0,1,1
Summer,1988,Seoul,South Korea,1,Soviet Union,55,31,46,132
Summer,1988,Seoul,South Korea,2,East Germany,37,35,30,102
Summer,1988,Seoul,South Korea,3,United States,36,31,27,94
Summer,1988,Seoul,South Korea,4,West Germany,11,14,15,40
Summer,1988,Seoul,South Korea,5,Bulgaria,10,12,13,35
Summer,1988,Seoul,South Korea,6,South Korea,12,10,11,33
Summer,1988,Seoul,South Korea,7,China,5,11,12,28
Summer,1988,Seoul,South Korea,8,Romania,7,11,6,24
Summer,1988,Seoul,South Korea,9,Great Britain,5,10,9,24
Summer,1988,Seoul,South Korea,10,Hungary,11,6,6,23
Summer,1988,Seoul,South Korea,11,France,6,4,6,16
Summer,1988,Seoul,South Korea,12,Poland,2,5,9,16
Summer,1988,Seoul,South Korea,13,Italy,6,4,4,14
Summer,1988,Seoul,South Korea,14,Japan,4,3,7,14
Summer,1988,Seoul,South Korea,15,Australia,3,6,5,14
Summer,1988,Seoul,South Korea,16,New Zealand,3,2,8,13
Summer,1988,Seoul,South Korea,17,Yugoslavia,3,4,5,12
Summer,1988,Seoul,South Korea,18,Sweden,0,4,7,11
Summer,1988,Seoul,South Korea,19,Canada,3,2,5,10
Summer,1988,Seoul,South Korea,20,Kenya,5,2,2,9
Summer,1988,Seoul,South Korea,21,Netherlands,2,2,5,9
Summer,1988,Seoul,South Korea,22,Czechoslovakia,3,3,2,8
Summer,1988,Seoul,South Korea,23,Brazil,1,2,3,6
Summer,1988,Seoul,South Korea,24,Norway,2,3,0,5
Summer,1988,Seoul,South Korea,25,Denmark,2,1,1,4
Summer,1988,Seoul,South Korea,26,Spain,1,1,2,4
Summer,1988,Seoul,South Korea,27,Finland,1,1,2,4
Summer,1988,Seoul,South Korea,28,Switzerland,0,2,2,4
Summer,1988,Seoul,South Korea,29,Morocco,1,0,2,3
Summer,1988,Seoul,South Korea,30,Turkey,1,1,0,2
Summer,1988,Seoul,South Korea,31,Jamaica,0,2,0,2
Summer,1988,Seoul,South Korea,32,Argentina,0,1,1,2
Summer,1988,Seoul,South Korea,33,Belgium,0,0,2,2
Summer,1988,Seoul,South Korea,34,Mexico,0,0,2,2
Summer,1988,Seoul,South Korea,35,Suriname,1,0,0,1
Summer,1988,Seoul,South Korea,36,Austria,1,0,0,1
Summer,1988,Seoul,South Korea,37,Portugal,1,0,0,1
Summer,1988,Seoul,South Korea,38,Chile,0,1,0,1
Summer,1988,Seoul,South Korea,39,Iran,0,1,0,1
Summer,1988,Seoul,South Korea,40,Costa Rica,0,1,0,1
Summer,1988,Seoul,South Korea,41,United States Virgin Islands,0,1,0,1
Summer,1988,Seoul,South Korea,42,Netherlands Antilles,0,1,0,1
Summer,1988,Seoul,South Korea,43,Peru,0,1,0,1
Summer,1988,Seoul,South Korea,44,Indonesia,0,1,0,1
Summer,1988,Seoul,South Korea,45,Senegal,0,1,0,1
Summer,1988,Seoul,South Korea,46,Philippines,0,0,1,1
Summer,1988,Seoul,South Korea,47,Colombia,0,0,1,1
Summer,1988,Seoul,South Korea,48,Thailand,0,0,1,1
Summer,1988,Seoul,South Korea,49,Mongolia,0,0,1,1
Summer,1988,Seoul,South Korea,50,Pakistan,0,0,1,1
Summer,1988,Seoul,South Korea,51,Djibouti,0,0,1,1
Summer,1988,Seoul,South Korea,52,Greece,0,0,1,1
Summer,1984,Los Angeles,United States,1,United States,83,61,30,174
Summer,1984,Los Angeles,United States,2,West Germany,17,19,23,59
Summer,1984,Los Angeles,United States,3,Romania,20,16,17,53
Summer,1984,Los Angeles,United States,4,Canada,10,18,16,44
Summer,1984,Los Angeles,United States,5,Great Britain,5,11,21,37
Summer,1984,Los Angeles,United States,6,China,15,8,9,32
Summer,1984,Los Angeles,United States,7,Italy,14,6,12,32
Summer,1984,Los Angeles,United States,8,Japan,10,8,14,32
Summer,1984,Los Angeles,United States,9,France,5,7,16,28
Summer,1984,Los Angeles,United States,10,Australia,4,8,12,24
Summer,1984,Los Angeles,United States,11,South Korea,6,6,7,19
Summer,1984,Los Angeles,United States,12,Sweden,2,11,6,19
Summer,1984,Los Angeles,United States,13,Yugoslavia,7,4,7,18
Summer,1984,Los Angeles,United States,14,Netherlands,5,2,6,13
Summer,1984,Los Angeles,United States,15,Finland,4,2,6,12
Summer,1984,Los Angeles,United States,16,New Zealand,8,1,2,11
Summer,1984,Los Angeles,United States,17,Brazil,1,5,2,8
Summer,1984,Los Angeles,United States,18,Switzerland,0,4,4,8
Summer,1984,Los Angeles,United States,19,Mexico,2,3,1,6
Summer,1984,Los Angeles,United States,20,Denmark,0,3,3,6
Summer,1984,Los Angeles,United States,21,Spain,1,2,2,5
Summer,1984,Los Angeles,United States,22,Belgium,1,1,2,4
Summer,1984,Los Angeles,United States,23,Austria,1,1,1,3
Summer,1984,Los Angeles,United States,24,Kenya,1,0,2,3
Summer,1984,Los Angeles,United States,25,Portugal,1,0,2,3
Summer,1984,Los Angeles,United States,26,Norway,0,1,2,3
Summer,1984,Los Angeles,United States,27,Jamaica,0,1,2,3
Summer,1984,Los Angeles,United States,28,Venezuela,0,0,3,3
Summer,1984,Los Angeles,United States,29,Turkey,0,0,3,3
Summer,1984,Los Angeles,United States,30,Morocco,2,0,0,2
Summer,1984,Los Angeles,United States,31,Puerto Rico,0,1,1,2
Summer,1984,Los Angeles,United States,32,Nigeria,0,1,1,2
Summer,1984,Los Angeles,United States,33,Greece,0,1,1,2
Summer,1984,Los Angeles,United States,34,Algeria,0,0,2,2
Summer,1984,Los Angeles,United States,35,Pakistan,1,0,0,1
Summer,1984,Los Angeles,United States,36,Egypt,0,1,0,1
Summer,1984,Los Angeles,United States,37,Thailand,0,1,0,1
Summer,1984,Los Angeles,United States,38,Cote d'Ivoire,0,1,0,1
Summer,1984,Los Angeles,United States,39,Ireland,0,1,0,1
Summer,1984,Los Angeles,United States,40,Colombia,0,1,0,1
Summer,1984,Los Angeles,United States,41,Peru,0,1,0,1
Summer,1984,Los Angeles,United States,42,Syria,0,1,0,1
Summer,1984,Los Angeles,United States,43,Iceland,0,0,1,1
Summer,1984,Los Angeles,United States,44,Zambia,0,0,1,1
Summer,1984,Los Angeles,United States,45,Dominican Republic,0,0,1,1
Summer,1984,Los Angeles,United States,46,Cameroon,0,0,1,1
Summer,1984,Los Angeles,United States,47,Chinese Taipei,0,0,1,1
Summer,1980,Moskva,Soviet Union,1,Soviet Union,80,69,46,195
Summer,1980,Moskva,Soviet Union,2,East Germany,47,37,42,126
Summer,1980,Moskva,Soviet Union,3,Bulgaria,8,16,17,41
Summer,1980,Moskva,Soviet Union,4,Hungary,7,10,15,32
Summer,1980,Moskva,Soviet Union,5,Poland,3,14,15,32
Summer,1980,Moskva,Soviet Union,6,Romania,6,6,13,25
Summer,1980,Moskva,Soviet Union,7,Great Britain,5,7,9,21
Summer,1980,Moskva,Soviet Union,8,Cuba,8,7,5,20
Summer,1980,Moskva,Soviet Union,9,Italy,8,3,4,15
Summer,1980,Moskva,Soviet Union,10,France,6,5,3,14
Summer,1980,Moskva,Soviet Union,11,Czechoslovakia,2,3,9,14
Summer,1980,Moskva,Soviet Union,12,Sweden,3,3,6,12
Summer,1980,Moskva,Soviet Union,13,Yugoslavia,2,3,4,9
Summer,1980,Moskva,Soviet Union,14,Australia,2,2,5,9
Summer,1980,Moskva,Soviet Union,15,Finland,3,1,4,8
Summer,1980,Moskva,Soviet Union,16,Spain,1,3,2,6
Summer,1980,Moskva,Soviet Union,17,Denmark,2,1,2,5
Summer,1980,Moskva,Soviet Union,18,North Korea,0,3,2,5
Summer,1980,Moskva,Soviet Union,19,Brazil,2,0,2,4
Summer,1980,Moskva,Soviet Union,20,Ethiopia,2,0,2,4
Summer,1980,Moskva,Soviet Union,21,Austria,1,2,1,4
Summer,1980,Moskva,Soviet Union,22,Mongolia,0,2,2,4
Summer,1980,Moskva,Soviet Union,23,Mexico,0,1,3,4
Summer,1980,Moskva,Soviet Union,24,Greece,1,0,2,3
Summer,1980,Moskva,Soviet Union,25,Netherlands,0,1,2,3
Summer,1980,Moskva,Soviet Union,26,Jamaica,0,0,3,3
Summer,1980,Moskva,Soviet Union,27,Switzerland,2,0,0,2
Summer,1980,Moskva,Soviet Union,28,Tanzania,0,2,0,2
Summer,1980,Moskva,Soviet Union,29,Ireland,0,1,1,2
Summer,1980,Moskva,Soviet Union,30,Belgium,1,0,0,1
Summer,1980,Moskva,Soviet Union,31,India,1,0,0,1
Summer,1980,Moskva,Soviet Union,32,Zimbabwe,1,0,0,1
Summer,1980,Moskva,Soviet Union,33,Venezuela,0,1,0,1
Summer,1980,Moskva,Soviet Union,34,Uganda,0,1,0,1
Summer,1980,Moskva,Soviet Union,35,Guyana,0,0,1,1
Summer,1980,Moskva,Soviet Union,36,Lebanon,0,0,1,1
Summer,1976,Montreal,Canada,1,Soviet Union,49,41,35,125
Summer,1976,Montreal,Canada,2,United States,34,35,25,94
Summer,1976,Montreal,Canada,3,East Germany,40,25,25,90
Summer,1976,Montreal,Canada,4,West Germany,10,12,17,39
Summer,1976,Montreal,Canada,5,Romania,4,9,14,27
Summer,1976,Montreal,Canada,6,Poland,7,6,13,26
Summer,1976,Montreal,Canada,7,Japan,9,6,10,25
Summer,1976,Montreal,Canada,8,Bulgaria,6,9,7,22
Summer,1976,Montreal,Canada,9,Hungary,4,5,13,22
Summer,1976,Montreal,Canada,10,Cuba,6,4,3,13
Summer,1976,Montreal,Canada,11,Great Britain,3,5,5,13
Summer,1976,Montreal,Canada,12,Italy,2,7,4,13
Summer,1976,Montreal,Canada,13,Canada,0,5,6,11
Summer,1976,Montreal,Canada,14,France,2,3,4,9
Summer,1976,Montreal,Canada,15,Yugoslavia,2,3,3,8
Summer,1976,Montreal,Canada,16,Czechoslovakia,2,2,4,8
Summer,1976,Montreal,Canada,17,Finland,4,2,0,6
Summer,1976,Montreal,Canada,18,South Korea,1,1,4,6
Summer,1976,Montreal,Canada,19,Belgium,0,3,3,6
Summer,1976,Montreal,Canada,20,Sweden,4,1,0,5
Summer,1976,Montreal,Canada,21,Netherlands,0,2,3,5
Summer,1976,Montreal,Canada,22,Australia,0,1,4,5
Summer,1976,Montreal,Canada,23,New Zealand,2,1,1,4
Summer,1976,Montreal,Canada,24,Switzerland,1,1,2,4
Summer,1976,Montreal,Canada,25,Denmark,1,0,2,3
Summer,1976,Montreal,Canada,26,North Korea,1,1,0,2
Summer,1976,Montreal,Canada,27,Jamaica,1,1,0,2
Summer,1976,Montreal,Canada,28,Norway,1,1,0,2
Summer,1976,Montreal,Canada,29,Mexico,1,0,1,2
Summer,1976,Montreal,Canada,30,Spain,0,2,0,2
Summer,1976,Montreal,Canada,31,Portugal,0,2,0,2
Summer,1976,Montreal,Canada,32,Iran,0,1,1,2
Summer,1976,Montreal,Canada,33,Brazil,0,0,2,2
Summer,1976,Montreal,Canada,34,Trinidad and Tobago,1,0,0,1
Summer,1976,Montreal,Canada,35,Venezuela,0,1,0,1
Summer,1976,Montreal,Canada,36,Mongolia,0,1,0,1
Summer,1976,Montreal,Canada,37,Thailand,0,0,1,1
Summer,1976,Montreal,Canada,38,Puerto Rico,0,0,1,1
Summer,1976,Montreal,Canada,39,Bermuda,0,0,1,1
Summer,1976,Montreal,Canada,40,Pakistan,0,0,1,1
Summer,1976,Montreal,Canada,41,Austria,0,0,1,1
Summer,1972,Munchen,West Germany,1,Soviet Union,50,27,22,99
Summer,1972,Munchen,West Germany,2,United States,33,31,30,94
Summer,1972,Munchen,West Germany,3,East Germany,20,23,23,66
Summer,1972,Munchen,West Germany,4,West Germany,13,11,16,40
Summer,1972,Munchen,West Germany,5,Hungary,6,13,16,35
Summer,1972,Munchen,West Germany,6,Japan,13,8,8,29
Summer,1972,Munchen,West Germany,7,Poland,7,5,9,21
Summer,1972,Munchen,West Germany,8,Bulgaria,6,10,5,21
Summer,1972,Munchen,West Germany,9,Italy,5,3,10,18
Summer,1972,Munchen,West Germany,10,Great Britain,4,5,9,18
Summer,1972,Munchen,West Germany,11,Australia,8,7,2,17
Summer,1972,Munchen,West Germany,12,Sweden,4,6,6,16
Summer,1972,Munchen,West Germany,13,Romania,3,6,7,16
Summer,1972,Munchen,West Germany,14,France,2,4,7,13
Summer,1972,Munchen,West Germany,15,Kenya,2,3,4,9
Summer,1972,Munchen,West Germany,16,Cuba,3,1,4,8
Summer,1972,Munchen,West Germany,17,Finland,3,1,4,8
Summer,1972,Munchen,West Germany,18,Czechoslovakia,2,4,2,8
Summer,1972,Munchen,West Germany,19,Netherlands,3,1,1,5
Summer,1972,Munchen,West Germany,20,Yugoslavia,2,1,2,5
Summer,1972,Munchen,West Germany,21,North Korea,1,1,3,5
Summer,1972,Munchen,West Germany,22,Canada,0,2,3,5
Summer,1972,Munchen,West Germany,23,Norway,2,1,1,4
Summer,1972,Munchen,West Germany,24,New Zealand,1,1,1,3
Summer,1972,Munchen,West Germany,25,Switzerland,0,3,0,3
Summer,1972,Munchen,West Germany,26,Iran,0,2,1,3
Summer,1972,Munchen,West Germany,27,Colombia,0,1,2,3
Summer,1972,Munchen,West Germany,28,Austria,0,1,2,3
Summer,1972,Munchen,West Germany,29,Uganda,1,1,0,2
Summer,1972,Munchen,West Germany,30,Greece,0,2,0,2
Summer,1972,Munchen,West Germany,31,Belgium,0,2,0,2
Summer,1972,Munchen,West Germany,32,Brazil,0,0,2,2
Summer,1972,Munchen,West Germany,33,Ethiopia,0,0,2,2
Summer,1972,Munchen,West Germany,34,Denmark,1,0,0,1
Summer,1972,Munchen,West Germany,35,South Korea,0,1,0,1
Summer,1972,Munchen,West Germany,36,Mexico,0,1,0,1
Summer,1972,Munchen,West Germany,37,Lebanon,0,1,0,1
Summer,1972,Munchen,West Germany,38,Pakistan,0,1,0,1
Summer,1972,Munchen,West Germany,39,Tunisia,0,1,0,1
Summer,1972,Munchen,West Germany,40,Argentina,0,1,0,1
Summer,1972,Munchen,West Germany,41,Turkey,0,1,0,1
Summer,1972,Munchen,West Germany,42,Mongolia,0,1,0,1
Summer,1972,Munchen,West Germany,43,Spain,0,0,1,1
Summer,1972,Munchen,West Germany,44,Niger,0,0,1,1
Summer,1972,Munchen,West Germany,45,Ghana,0,0,1,1
Summer,1972,Munchen,West Germany,46,Nigeria,0,0,1,1
Summer,1972,Munchen,West Germany,47,India,0,0,1,1
Summer,1972,Munchen,West Germany,48,Jamaica,0,0,1,1
Summer,1968,Ciudad de Mexico,Mexico,1,United States,45,28,34,107
Summer,1968,Ciudad de Mexico,Mexico,2,Soviet Union,29,32,30,91
Summer,1968,Ciudad de Mexico,Mexico,3,Hungary,10,10,12,32
Summer,1968,Ciudad de Mexico,Mexico,4,West Germany,5,11,10,26
Summer,1968,Ciudad de Mexico,Mexico,5,Japan,11,7,7,25
Summer,1968,Ciudad de Mexico,Mexico,6,East Germany,9,9,7,25
Summer,1968,Ciudad de Mexico,Mexico,7,Poland,5,2,11,18
Summer,1968,Ciudad de Mexico,Mexico,8,Australia,5,7,5,17
Summer,1968,Ciudad de Mexico,Mexico,9,Italy,3,4,9,16
Summer,1968,Ciudad de Mexico,Mexico,10,France,7,3,5,15
Summer,1968,Ciudad de Mexico,Mexico,11,Romania,4,6,5,15
Summer,1968,Ciudad de Mexico,Mexico,12,Czechoslovakia,7,2,4,13
Summer,1968,Ciudad de Mexico,Mexico,13,Great Britain,5,5,3,13
Summer,1968,Ciudad de Mexico,Mexico,14,Kenya,3,4,2,9
Summer,1968,Ciudad de Mexico,Mexico,15,Mexico,3,3,3,9
Summer,1968,Ciudad de Mexico,Mexico,16,Bulgaria,2,4,3,9
Summer,1968,Ciudad de Mexico,Mexico,17,Yugoslavia,3,3,2,8
Summer,1968,Ciudad de Mexico,Mexico,18,Denmark,1,4,3,8
Summer,1968,Ciudad de Mexico,Mexico,19,Netherlands,3,3,1,7
Summer,1968,Ciudad de Mexico,Mexico,20,Iran,2,1,2,5
Summer,1968,Ciudad de Mexico,Mexico,21,Canada,1,3,1,5
Summer,1968,Ciudad de Mexico,Mexico,22,Switzerland,0,1,4,5
Summer,1968,Ciudad de Mexico,Mexico,23,Sweden,2,1,1,4
Summer,1968,Ciudad de Mexico,Mexico,24,Finland,1,2,1,4
Summer,1968,Ciudad de Mexico,Mexico,25,Cuba,0,4,0,4
Summer,1968,Ciudad de Mexico,Mexico,26,Austria,0,2,2,4
Summer,1968,Ciudad de Mexico,Mexico,27,Mongolia,0,1,3,4
Summer,1968,Ciudad de Mexico,Mexico,28,New Zealand,1,0,2,3
Summer,1968,Ciudad de Mexico,Mexico,29,Brazil,0,1,2,3
Summer,1968,Ciudad de Mexico,Mexico,30,Turkey,2,0,0,2
Summer,1968,Ciudad de Mexico,Mexico,31,Ethiopia,1,1,0,2
Summer,1968,Ciudad de Mexico,Mexico,32,Norway,1,1,0,2
Summer,1968,Ciudad de Mexico,Mexico,33,Tunisia,1,0,1,2
Summer,1968,Ciudad de Mexico,Mexico,34,Uganda,0,1,1,2
Summer,1968,Ciudad de Mexico,Mexico,35,South Korea,0,1,1,2
Summer,1968,Ciudad de Mexico,Mexico,36,Belgium,0,1,1,2
Summer,1968,Ciudad de Mexico,Mexico,37,Argentina,0,0,2,2
Summer,1968,Ciudad de Mexico,Mexico,38,Venezuela,1,0,0,1
Summer,1968,Ciudad de Mexico,Mexico,39,Pakistan,1,0,0,1
Summer,1968,Ciudad de Mexico,Mexico,40,Cameroon,0,1,0,1
Summer,1968,Ciudad de Mexico,Mexico,41,Jamaica,0,1,0,1
Summer,1968,Ciudad de Mexico,Mexico,42,India,0,0,1,1
Summer,1968,Ciudad de Mexico,Mexico,43,Chinese Taipei,0,0,1,1
Summer,1968,Ciudad de Mexico,Mexico,44,Greece,0,0,1,1
Summer,1964,Tokyo,Japan,1,Soviet Union,30,31,35,96
Summer,1964,Tokyo,Japan,2,United States,36,26,28,90
Summer,1964,Tokyo,Japan,3,Germany,10,22,18,50
Summer,1964,Tokyo,Japan,4,Japan,16,5,8,29
Summer,1964,Tokyo,Japan,5,Italy,10,10,7,27
Summer,1964,Tokyo,Japan,6,Poland,7,6,10,23
Summer,1964,Tokyo,Japan,7,Hungary,10,7,5,22
Summer,1964,Tokyo,Japan,8,Australia,6,2,10,18
Summer,1964,Tokyo,Japan,9,Great Britain,4,12,2,18
Summer,1964,Tokyo,Japan,10,France,1,8,6,15
Summer,1964,Tokyo,Japan,11,Czechoslovakia,5,6,3,14
Summer,1964,Tokyo,Japan,12,Romania,2,4,6,12
Summer,1964,Tokyo,Japan,13,Bulgaria,3,5,2,10
Summer,1964,Tokyo,Japan,14,Netherlands,2,4,4,10
Summer,1964,Tokyo,Japan,15,Sweden,2,2,4,8
Summer,1964,Tokyo,Japan,16,Turkey,2,3,1,6
Summer,1964,Tokyo,Japan,17,Denmark,2,1,3,6
Summer,1964,Tokyo,Japan,18,Finland,3,0,2,5
Summer,1964,Tokyo,Japan,19,New Zealand,3,0,2,5
Summer,1964,Tokyo,Japan,20,Yugoslavia,2,1,2,5
Summer,1964,Tokyo,Japan,21,Canada,1,2,1,4
Summer,1964,Tokyo,Japan,22,Switzerland,1,2,1,4
Summer,1964,Tokyo,Japan,23,Belgium,2,0,1,3
Summer,1964,Tokyo,Japan,24,South Korea,0,2,1,3
Summer,1964,Tokyo,Japan,25,Trinidad and Tobago,0,1,2,3
Summer,1964,Tokyo,Japan,26,Tunisia,0,1,1,2
Summer,1964,Tokyo,Japan,27,Iran,0,0,2,2
Summer,1964,Tokyo,Japan,28,Bahamas,1,0,0,1
Summer,1964,Tokyo,Japan,29,India,1,0,0,1
Summer,1964,Tokyo,Japan,30,Ethiopia,1,0,0,1
Summer,1964,Tokyo,Japan,31,Philippines,0,1,0,1
Summer,1964,Tokyo,Japan,32,Pakistan,0,1,0,1
Summer,1964,Tokyo,Japan,33,Cuba,0,1,0,1
Summer,1964,Tokyo,Japan,34,Argentina,0,1,0,1
Summer,1964,Tokyo,Japan,35,Mexico,0,0,1,1
Summer,1964,Tokyo,Japan,36,Uruguay,0,0,1,1
Summer,1964,Tokyo,Japan,37,Ireland,0,0,1,1
Summer,1964,Tokyo,Japan,38,Ghana,0,0,1,1
Summer,1964,Tokyo,Japan,39,Nigeria,0,0,1,1
Summer,1964,Tokyo,Japan,40,Brazil,0,0,1,1
Summer,1964,Tokyo,Japan,41,Kenya,0,0,1,1
Summer,1960,Roma,Italy,1,Soviet Union,43,29,31,103
Summer,1960,Roma,Italy,2,United States,34,21,16,71
Summer,1960,Roma,Italy,3,Germany,12,19,11,42
Summer,1960,Roma,Italy,4,Italy,13,10,13,36
Summer,1960,Roma,Italy,5,Australia,8,8,6,22
Summer,1960,Roma,Italy,6,Hungary,6,8,7,21
Summer,1960,Roma,Italy,7,Poland,4,6,11,21
Summer,1960,Roma,Italy,8,Great Britain,2,6,12,20
Summer,1960,Roma,Italy,9,Japan,4,7,7,18
Summer,1960,Roma,Italy,10,Romania,3,1,6,10
Summer,1960,Roma,Italy,11,Turkey,7,2,0,9
Summer,1960,Roma,Italy,12,Czechoslovakia,3,2,3,8
Summer,1960,Roma,Italy,13,Bulgaria,1,3,3,7
Summer,1960,Roma,Italy,14,Denmark,2,3,1,6
Summer,1960,Roma,Italy,15,Sweden,1,2,3,6
Summer,1960,Roma,Italy,16,Switzerland,0,3,3,6
Summer,1960,Roma,Italy,17,Finland,1,1,3,5
Summer,1960,Roma,Italy,18,France,0,2,3,5
Summer,1960,Roma,Italy,19,Belgium,0,2,2,4
Summer,1960,Roma,Italy,20,Iran,0,1,3,4
Summer,1960,Roma,Italy,21,New Zealand,2,0,1,3
Summer,1960,Roma,Italy,22,Netherlands,0,1,2,3
Summer,1960,Roma,Italy,23,South Africa,0,1,2,3
Summer,1960,Roma,Italy,24,Yugoslavia,1,1,0,2
Summer,1960,Roma,Italy,25,Austria,1,1,0,2
Summer,1960,Roma,Italy,26,Pakistan,1,0,1,2
Summer,1960,Roma,Italy,27,United Arab Republic,0,1,1,2
Summer,1960,Roma,Italy,28,Argentina,0,1,1,2
Summer,1960,Roma,Italy,29,Brazil,0,0,2,2
Summer,1960,Roma,Italy,30,West Indies Federation,0,0,2,2
Summer,1960,Roma,Italy,31,Norway,1,0,0,1
Summer,1960,Roma,Italy,32,Greece,1,0,0,1
Summer,1960,Roma,Italy,33,Ethiopia,1,0,0,1
Summer,1960,Roma,Italy,34,Portugal,0,1,0,1
Summer,1960,Roma,Italy,35,Ghana,0,1,0,1
Summer,1960,Roma,Italy,36,Singapore,0,1,0,1
Summer,1960,Roma,Italy,37,India,0,1,0,1
Summer,1960,Roma,Italy,38,Morocco,0,1,0,1
Summer,1960,Roma,Italy,39,Chinese Taipei,0,1,0,1
Summer,1960,Roma,Italy,40,Canada,0,1,0,1
Summer,1960,Roma,Italy,41,Iraq,0,0,1,1
Summer,1960,Roma,Italy,42,Spain,0,0,1,1
Summer,1960,Roma,Italy,43,Venezuela,0,0,1,1
Summer,1960,Roma,Italy,44,Mexico,0,0,1,1
Summer,1956,Melbourne,Australia,1,Soviet Union,37,29,32,98
Summer,1956,Melbourne,Australia,2,United States,32,25,17,74
Summer,1956,Melbourne,Australia,3,Australia,13,8,14,35
Summer,1956,Melbourne,Australia,4,Hungary,9,10,7,26
Summer,1956,Melbourne,Australia,5,Italy,8,6,8,22
Summer,1956,Melbourne,Australia,6,Great Britain,5,7,9,21
Summer,1956,Melbourne,Australia,7,Germany,4,10,6,20
Summer,1956,Melbourne,Australia,8,Japan,4,10,5,19
Summer,1956,Melbourne,Australia,9,Sweden,5,5,6,16
Summer,1956,Melbourne,Australia,10,Finland,3,1,11,15
Summer,1956,Melbourne,Australia,11,France,4,4,6,14
Summer,1956,Melbourne,Australia,12,Romania,5,3,5,13
Summer,1956,Melbourne,Australia,13,Poland,1,4,4,9
Summer,1956,Melbourne,Australia,14,Turkey,3,2,2,7
Summer,1956,Melbourne,Australia,15,Czechoslovakia,1,4,1,6
Summer,1956,Melbourne,Australia,16,Iran,2,2,1,5
Summer,1956,Melbourne,Australia,17,Canada,2,1,2,5
Summer,1956,Melbourne,Australia,18,Bulgaria,1,3,1,5
Summer,1956,Melbourne,Australia,19,Ireland,1,1,3,5
Summer,1956,Melbourne,Australia,20,Chile,0,2,2,4
Summer,1956,Melbourne,Australia,21,South Africa,0,0,4,4
Summer,1956,Melbourne,Australia,22,Denmark,1,1,1,3
Summer,1956,Melbourne,Australia,23,Norway,1,0,2,3
Summer,1956,Melbourne,Australia,24,Yugoslavia,0,3,0,3
Summer,1956,Melbourne,Australia,25,New Zealand,2,0,0,2
Summer,1956,Melbourne,Australia,26,Mexico,1,0,1,2
Summer,1956,Melbourne,Australia,27,Belgium,0,2,0,2
Summer,1956,Melbourne,Australia,28,Argentina,0,1,1,2
Summer,1956,Melbourne,Australia,29,South Korea,0,1,1,2
Summer,1956,Melbourne,Australia,30,Austria,0,0,2,2
Summer,1956,Melbourne,Australia,31,India,1,0,0,1
Summer,1956,Melbourne,Australia,32,Brazil,1,0,0,1
Summer,1956,Melbourne,Australia,33,Pakistan,0,1,0,1
